id,nome,ingredientes,modo_preparo,tempo_preparo,dificuldade,categoria,deleted
251,Frango Especial,"ovos, sal, cebola, creme de leite, queijo muçarela, chocolate em pó",Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada.,42,Média,Prato Principal,False
252,Frango da Vovó,"creme de leite, pimenta do reino, ovos, sal, leite condensado, cebola, leite, azeite, queijo muçarela, chocolate em pó",Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos.,47,Difícil,Prato Principal,False
253,Escondidinho de Chocolate,"arroz, frango desfiado, fermento em pó, leite, carne moída, azeite, feijão, queijo muçarela, manjericão",Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem.,48,Difícil,Entrada,False
254,Frango de Chocolate,"ovos, frango desfiado, cebola, leite condensado, alho",Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência.,72,Fácil,Prato Principal,False
255,Mousse Especial,"chocolate em pó, fermento em pó, carne moída, sal, alho, frango desfiado, farinha de trigo",Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,61,Média,Prato Principal,False
256,Feijoada de Chocolate,"ovos, fermento em pó, tomate, alho, açúcar",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Bata os ovos com o açúcar até formar um creme claro.,84,Média,Lanche,False
257,Frango Especial,"carne moída, chocolate em pó, ovos, batata, arroz, fermento em pó, manjericão, leite, cebola, farinha de trigo",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,47,Fácil,Entrada,False
258,Mousse Simples,"queijo muçarela, cebola, ovos, farinha de trigo, manjericão, fermento em pó, leite, sal, carne moída",Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada.,41,Média,Prato Principal,False
259,Sopa da Vovó,"açúcar, frango desfiado, ovos, fermento em pó, queijo muçarela, leite condensado, sal",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada.,92,Fácil,Lanche,False
260,Peixe Especial,"cebola, batata, frango desfiado, ovos, leite condensado, fermento em pó, arroz, feijão, pimenta do reino, alho",Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,17,Fácil,Lanche,False
261,Frango Especial,"chocolate em pó, tomate, manjericão, pimenta do reino, farinha de trigo, feijão, sal, leite condensado, ovos, açúcar",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem.,54,Difícil,Sobremesa,False
262,Salada Simples,"leite condensado, fermento em pó, cebola, creme de leite, carne moída",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura.,113,Média,Sobremesa,False
263,Sopa Rápida,"cebola, ovos, pimenta do reino, alho, leite condensado, manteiga, açúcar, creme de leite",Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,109,Fácil,Entrada,False
264,Salada Cremoso,"queijo muçarela, azeite, arroz, chocolate em pó, cebola, tomate, manteiga, pimenta do reino",Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos.,34,Difícil,Lanche,False
265,Mousse Rápida,"leite condensado, carne moída, batata, azeite, cebola, chocolate em pó, alho, açúcar, ovos",Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência.,19,Difícil,Entrada,False
266,Bolo Rápida,"arroz, batata, sal, chocolate em pó, creme de leite",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem.,103,Fácil,Prato Principal,False
267,Sopa Cremoso,"feijão, tomate, alho, creme de leite, frango desfiado",Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Misture todos os ingredientes secos em uma tigela grande.,11,Difícil,Prato Principal,False
268,Feijoada Especial,"feijão, cebola, leite, creme de leite, manteiga",Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio.,33,Difícil,Entrada,False
269,Escondidinho Cremoso,"leite, açúcar, batata, manteiga, tomate, cebola, carne moída, leite condensado, feijão, azeite",Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,90,Difícil,Lanche,False
270,Peixe Rápida,"manteiga, frango desfiado, alho, carne moída, arroz, cebola, leite condensado, açúcar, tomate",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,12,Média,Sobremesa,False
271,Peixe Rápida,"queijo muçarela, ovos, farinha de trigo, sal, pimenta do reino, alho, azeite, chocolate em pó, fermento em pó, creme de leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem.,14,Difícil,Entrada,False
272,Feijoada Simples,"ovos, feijão, chocolate em pó, farinha de trigo, queijo muçarela",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência.,75,Fácil,Lanche,False
273,Escondidinho na Manteiga,"batata, ovos, manjericão, manteiga, carne moída",Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura.,51,Fácil,Entrada,False
274,Peixe de Chocolate,"sal, açúcar, feijão, pimenta do reino, leite, arroz, fermento em pó, queijo muçarela, batata, ovos",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,104,Fácil,Entrada,False
275,Bolo Rápida,"açúcar, cebola, pimenta do reino, chocolate em pó, frango desfiado, carne moída, leite, fermento em pó",Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos.,91,Fácil,Sobremesa,False
276,Frango Cremoso,"batata, queijo muçarela, pimenta do reino, sal, leite condensado, tomate, açúcar, arroz",Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos.,75,Fácil,Prato Principal,False
277,Pudim na Manteiga,"açúcar, sal, carne moída, alho, manteiga",Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro.,51,Média,Sobremesa,False
278,Frango na Manteiga,"leite condensado, azeite, leite, fermento em pó, açúcar, creme de leite, sal",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande.,17,Média,Entrada,False
279,Frango de Chocolate,"frango desfiado, manteiga, batata, arroz, feijão, carne moída, açúcar, ovos, azeite",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,54,Difícil,Sobremesa,False
280,Mousse Simples,"manjericão, tomate, chocolate em pó, alho, creme de leite, queijo muçarela, arroz, cebola, leite condensado",Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro.,13,Difícil,Lanche,False
281,Frango da Vovó,"manteiga, chocolate em pó, ovos, queijo muçarela, pimenta do reino, arroz, batata, tomate",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura.,112,Fácil,Lanche,False
282,Torta Cremoso,"azeite, feijão, sal, tomate, leite, manjericão, batata, creme de leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem.,112,Difícil,Entrada,False
283,Mousse Simples,"feijão, azeite, cebola, manteiga, alho, creme de leite, pimenta do reino, chocolate em pó, frango desfiado",Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,67,Média,Sobremesa,False
284,Pudim Especial,"cebola, tomate, frango desfiado, batata, fermento em pó",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro.,68,Fácil,Prato Principal,False
285,Peixe Rápida,"alho, batata, pimenta do reino, farinha de trigo, ovos, leite condensado, açúcar, cebola, manjericão",Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio.,69,Fácil,Entrada,False
286,Sopa de Chocolate,"fermento em pó, ovos, azeite, cebola, sal, alho, farinha de trigo",Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem.,38,Fácil,Prato Principal,False
287,Peixe de Chocolate,"creme de leite, batata, frango desfiado, chocolate em pó, leite, alho, manteiga",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem.,54,Fácil,Prato Principal,False
288,Escondidinho na Manteiga,"tomate, farinha de trigo, açúcar, azeite, creme de leite, carne moída, chocolate em pó, alho, manteiga, leite",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos. Bata os ovos com o açúcar até formar um creme claro.,47,Difícil,Entrada,False
289,Sopa na Manteiga,"açúcar, cebola, arroz, feijão, batata, azeite, chocolate em pó",Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande.,113,Média,Lanche,False
290,Feijoada com Cobertura,"sal, pimenta do reino, queijo muçarela, alho, carne moída, azeite, feijão",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,29,Média,Prato Principal,False
291,Bolo na Manteiga,"sal, alho, creme de leite, farinha de trigo, ovos, manteiga, açúcar, manjericão, frango desfiado",Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos.,25,Média,Sobremesa,False
292,Torta com Cobertura,"cebola, pimenta do reino, fermento em pó, carne moída, açúcar, leite, manjericão, batata, queijo muçarela",Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura.,52,Fácil,Entrada,False
293,Mousse Cremoso,"manjericão, cebola, fermento em pó, arroz, pimenta do reino, sal, tomate, frango desfiado, carne moída",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande.,39,Difícil,Lanche,False
294,Mousse de Chocolate,"leite, cebola, arroz, batata, feijão, ovos, frango desfiado, chocolate em pó, manteiga",Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,67,Média,Prato Principal,False
295,Escondidinho Simples,"manjericão, carne moída, creme de leite, chocolate em pó, alho",Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,14,Média,Prato Principal,False
296,Salada Rápida,"arroz, manteiga, frango desfiado, creme de leite, manjericão",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência.,110,Média,Sobremesa,False
297,Torta Especial,"ovos, chocolate em pó, alho, leite condensado, farinha de trigo, açúcar, creme de leite, sal",Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande.,22,Fácil,Entrada,False
298,Escondidinho Especial,"tomate, cebola, fermento em pó, pimenta do reino, açúcar, manteiga, feijão",Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos.,100,Fácil,Sobremesa,False
299,Frango com Cobertura,"pimenta do reino, sal, farinha de trigo, fermento em pó, creme de leite, azeite, frango desfiado, tomate, leite condensado",Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura.,10,Fácil,Lanche,False
300,Mousse Simples,"arroz, leite, leite condensado, açúcar, azeite, manteiga, fermento em pó, feijão, carne moída, tomate",Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura.,45,Fácil,Entrada,False
301,Torta Cremoso,"ovos, feijão, cebola, manteiga, arroz, batata, alho, pimenta do reino",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada.,30,Média,Entrada,False
302,Torta com Cobertura,"azeite, queijo muçarela, carne moída, creme de leite, manteiga, farinha de trigo, arroz",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,52,Difícil,Sobremesa,False
303,Escondidinho Rápida,"cebola, queijo muçarela, manjericão, carne moída, alho, ovos, sal",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,14,Média,Prato Principal,False
304,Feijoada com Cobertura,"frango desfiado, queijo muçarela, sal, alho, açúcar, batata, manjericão, leite, azeite",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura.,39,Difícil,Sobremesa,False
305,Escondidinho Simples,"arroz, feijão, leite condensado, sal, cebola, tomate",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro.,108,Média,Prato Principal,False
306,Escondidinho com Cobertura,"alho, pimenta do reino, leite condensado, carne moída, manjericão, azeite",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro.,17,Média,Lanche,False
307,Sopa Cremoso,"manteiga, chocolate em pó, ovos, carne moída, alho",Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio.,58,Média,Prato Principal,False
308,Torta com Cobertura,"fermento em pó, alho, ovos, chocolate em pó, farinha de trigo, frango desfiado, arroz, sal",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,111,Média,Lanche,False
309,Frango de Chocolate,"manjericão, chocolate em pó, batata, frango desfiado, leite condensado, manteiga, pimenta do reino",Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,113,Média,Lanche,False
310,Pudim na Manteiga,"cebola, sal, batata, manteiga, feijão, leite condensado",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência.,26,Fácil,Entrada,False
311,Sopa Especial,"leite, manjericão, leite condensado, carne moída, arroz",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem.,66,Fácil,Prato Principal,False
312,Pudim na Manteiga,"batata, carne moída, tomate, arroz, alho, chocolate em pó",Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem.,63,Média,Lanche,False
313,Bolo Simples,"manteiga, farinha de trigo, pimenta do reino, ovos, batata, creme de leite, queijo muçarela, tomate",Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro.,91,Fácil,Entrada,False
314,Feijoada na Manteiga,"frango desfiado, feijão, arroz, queijo muçarela, ovos, tomate, pimenta do reino, creme de leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,43,Fácil,Entrada,False
315,Frango Simples,"leite condensado, farinha de trigo, frango desfiado, pimenta do reino, azeite, tomate, queijo muçarela, batata, ovos",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura.,77,Fácil,Prato Principal,False
316,Pudim Cremoso,"açúcar, arroz, leite condensado, queijo muçarela, farinha de trigo, leite, carne moída, ovos",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio.,40,Média,Lanche,False
317,Bolo com Cobertura,"sal, leite condensado, ovos, batata, azeite, pimenta do reino, cebola, fermento em pó, feijão, carne moída",Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio.,59,Média,Entrada,False
318,Feijoada na Manteiga,"frango desfiado, ovos, creme de leite, queijo muçarela, fermento em pó, batata, feijão, sal",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio.,43,Difícil,Prato Principal,False
319,Bolo Rápida,"batata, alho, ovos, queijo muçarela, creme de leite",Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,39,Fácil,Prato Principal,False
320,Salada Rápida,"feijão, fermento em pó, manjericão, ovos, açúcar, farinha de trigo",Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência.,119,Fácil,Prato Principal,False
321,Salada na Manteiga,"queijo muçarela, sal, carne moída, azeite, creme de leite, leite",Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,71,Fácil,Lanche,False
322,Escondidinho Especial,"chocolate em pó, açúcar, batata, azeite, creme de leite, queijo muçarela, tomate, pimenta do reino, leite condensado, ovos",Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,20,Fácil,Lanche,False
323,Peixe Rápida,"tomate, queijo muçarela, leite condensado, batata, carne moída, creme de leite, frango desfiado, azeite, fermento em pó, chocolate em pó",Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande.,102,Fácil,Sobremesa,False
324,Escondidinho Rápida,"farinha de trigo, cebola, queijo muçarela, frango desfiado, alho, arroz, leite condensado, ovos",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande.,51,Fácil,Entrada,False
325,Frango Simples,"queijo muçarela, chocolate em pó, açúcar, leite condensado, manjericão, fermento em pó, arroz, creme de leite, feijão",Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,32,Fácil,Sobremesa,False
326,Bolo Simples,"açúcar, pimenta do reino, manjericão, ovos, alho, tomate, batata",Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,14,Difícil,Prato Principal,False
327,Salada Simples,"feijão, alho, manteiga, sal, açúcar",Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio.,72,Fácil,Lanche,False
328,Torta Rápida,"manjericão, manteiga, batata, leite condensado, fermento em pó, ovos, azeite",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,80,Difícil,Lanche,False
329,Sopa na Manteiga,"feijão, creme de leite, arroz, queijo muçarela, fermento em pó, alho, manteiga, ovos, sal, leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,116,Fácil,Entrada,False
330,Escondidinho na Manteiga,"cebola, pimenta do reino, sal, leite, chocolate em pó",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência.,86,Difícil,Sobremesa,False
331,Bolo com Cobertura,"farinha de trigo, leite, manteiga, sal, açúcar, manjericão, cebola",Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,89,Fácil,Lanche,False
332,Peixe Especial,"chocolate em pó, farinha de trigo, pimenta do reino, carne moída, sal, fermento em pó, ovos",Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,31,Média,Prato Principal,False
333,Salada Cremoso,"tomate, manjericão, azeite, cebola, batata, sal, frango desfiado",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada.,41,Fácil,Lanche,False
334,Bolo Cremoso,"tomate, leite, farinha de trigo, azeite, leite condensado, alho, manteiga",Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,15,Difícil,Entrada,False
335,Peixe de Chocolate,"tomate, alho, manteiga, feijão, leite condensado, cebola, azeite",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura.,33,Difícil,Lanche,False
336,Feijoada da Vovó,"fermento em pó, farinha de trigo, frango desfiado, chocolate em pó, leite condensado, feijão, queijo muçarela",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada.,81,Média,Lanche,False
337,Bolo Rápida,"leite, cebola, farinha de trigo, tomate, carne moída, pimenta do reino, batata, sal, feijão, azeite",Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada.,115,Média,Entrada,False
